ID,PROGRAMA,N_PERIODOS,SECUENCIA_ESTADOS,SECUENCIA_TRANSICIONES,ESTADO_FINAL_PRED,ESTADO_FINAL_REAL,N_ANOMALIAS
T00063960,INGENIERIA QUIMICA,11,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,bbeeaaaaaac,Grado,Grado,0
T00063963,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00063964,INGENIERIA BIOMEDICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00063966,INGENIERIA DE SISTEMAS Y COMPU,8,Primera vez en una carrera -> Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,kaaaaaac,Grado,Grado,0
T00063967,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00063968,PSICOLOGIA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00063970,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00063971,INGENIERIA AMBIENTAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaabaaaaaac,Grado,Grado,0
T00063977,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> PAP -> PAT -> Recuperacion academica,aaaaababbec,Grado,Grado,0
T00063981,COMUNICACION SOCIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00063982,CIENCIA POLITICA Y RELAC INTER,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00063989,INGENIERIA QUIMICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00063991,DERECHO,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00063994,DERECHO,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00063995,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Primera vez en una carrera -> Continuo regular -> PAP -> PAT -> Recuperacion academica,bbeeeeabbec,Grado,Grado,0
T00063998,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00064003,INGENIERIA BIOMEDICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064004,INGENIERIA MECANICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> PAT,aaaaaaaabbc,Grado,Grado,0
T00064007,PSICOLOGIA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaabaaaaaac,Grado,Grado,0
T00064008,ECONOMIA,11,Primera vez en una carrera -> PAP -> Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,bbaaaaaaaac,Grado,Grado,0
T00064011,ADMINISTRACION DE EMPRESAS,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aakaaaaac,Grado,Grado,0
T00064012,INGENIERIA MECANICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064013,CIENCIA POLITICA Y RELAC INTER,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> PAP -> PAT,aaaaaababbc,Grado,Grado,0
T00064015,INGENIERIA MECANICA,11,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Primera vez en una carrera -> Continuo regular,bbeeeeeeeac,Grado,Grado,0
T00064017,COMUNICACION SOCIAL,8,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaakac,Grado,Grado,0
T00064018,INGENIERIA CIVIL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064020,INGENIERIA MECATRONICA,10,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Primera vez en una carrera,bbeeeeeeec,Grado,Grado,0
T00064022,INGENIERIA DE SISTEMAS Y COMPU,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaabaaaaaac,Grado,Grado,0
T00064026,INGENIERIA MECATRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064028,INGENIERIA MECATRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064029,INGENIERIA NAVAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064030,INGENIERIA INDUSTRIAL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00064033,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064034,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular,bbeeeeeaaac,Grado,Grado,0
T00064039,INGENIERIA CIVIL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Continuo regular,aaaaabbeeac,Grado,Grado,0
T00064040,INGENIERIA CIVIL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064042,INGENIERIA CIVIL,10,Primera vez en una carrera -> Continuo regular -> PAP -> Continuo regular -> PAP -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular,abababaaac,Grado,Grado,0
T00064043,INGENIERIA MECANICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaabaaaaac,Grado,Grado,0
T00064044,INGENIERIA MECATRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064047,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00064051,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,k,Final,Final,0
T00064053,ADMINISTRACION DE EMPRESAS,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> PAP -> PAT -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aabbaaaac,Grado,Grado,0
T00064057,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064058,INGENIERIA CIVIL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular,aaaaabaac,Grado,Grado,0
T00064059,INGENIERIA MECATRONICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00064060,INGENIERIA MECATRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064061,INGENIERIA MECATRONICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00064062,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> PAT -> Recuperacion academica -> Continuo regular -> Continuo regular -> Continuo regular,aaaabbeaaac,Grado,Grado,0
T00064064,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064065,INGENIERIA AMBIENTAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,kaaaaaaaac,Grado,Grado,0
T00064066,ADMINISTRACION DE EMPRESAS,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064067,INGENIERIA AMBIENTAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00064084,INGENIERIA DE SISTEMAS Y COMPU,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064085,INGENIERIA CIVIL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> PAP -> PAT -> Continuo regular -> Continuo regular,aaaababbaac,Grado,Grado,0
T00064096,INGENIERIA ELECTRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064106,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular,aaaaaaabaac,Grado,Grado,0
T00064108,ADMINISTRACION DE EMPRESAS,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064121,PSICOLOGIA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular,aaabaaabaac,Grado,Grado,0
T00064125,INGENIERIA DE SISTEMAS Y COMPU,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064131,INGENIERIA NAVAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064132,ADMINISTRACION DE EMPRESAS,4,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular,aaac,Grado,Grado,0
T00064133,ADMINISTRACION DE EMPRESAS,3,Primera vez en una carrera -> PAP -> PAT,bbc,Grado,Grado,0
T00064143,INGENIERIA CIVIL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00064144,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064145,INGENIERIA CIVIL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaabaaaaac,Grado,Grado,0
T00064150,INGENIERIA NAVAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064151,INGENIERIA DE SISTEMAS Y COMPU,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064152,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064157,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera -> PAP -> Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,bbaaaaaaaac,Grado,Grado,0
T00064164,INGENIERIA MECANICA,5,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP,aaabc,Grado,Grado,0
T00064173,ADMINISTRACION DE EMPRESAS,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00064175,FINANZAS Y NEGOCIOS INTERNACIO,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064176,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064182,INGENIERIA MECANICA,6,Primera vez en una carrera -> Continuo regular -> Continuo regular -> PAP -> PAT -> Continuo regular,aabbac,Grado,Grado,0
T00064186,PSICOLOGIA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064187,ADMINISTRACION DE EMPRESAS,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064191,INGENIERIA MECATRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064201,FINANZAS Y NEGOCIOS INTERNACIO,7,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Primera vez en una carrera,bbeeeec,Grado,Grado,0
T00064202,ARQUITECTURA,2,Primera vez en una carrera -> Primera vez en una carrera,kk,Final,Final,0
T00064204,PSICOLOGIA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaakaaac,Grado,Grado,0
T00064205,FINANZAS Y NEGOCIOS INTERNACIO,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064207,ADMINISTRACION DE EMPRESAS,1,Primera vez en una carrera,c,Grado,Grado,0
T00064208,INGENIERIA MECATRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064220,INGENIERIA CIVIL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064222,INGENIERIA CIVIL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00064228,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00064235,DERECHO,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064241,INGENIERIA MECANICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064244,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP,aaaaaaaaabc,Grado,Grado,0
T00064246,CIENCIA POLITICA Y RELAC INTER,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP,aaaaaaabc,Grado,Grado,0
T00064249,DERECHO,11,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Primera vez en una carrera -> Continuo regular -> Continuo regular -> PAP -> PAT -> Continuo regular -> Continuo regular,bbeeaabbaac,Grado,Grado,0
T00064252,INGENIERIA INDUSTRIAL,1,Primera vez en una carrera,k,Final,Final,0
T00064274,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00064276,INGENIERIA CIVIL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00064277,INGENIERIA AMBIENTAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00064280,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064281,ADMINISTRACION DE EMPRESAS,1,Primera vez en una carrera,k,Final,Final,0
T00064283,INGENIERIA DE SISTEMAS Y COMPU,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064284,DERECHO,1,Primera vez en una carrera,k,Final,Final,0
T00064285,COMUNICACION SOCIAL,9,Primera vez en una carrera -> Continuo regular -> PAP -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,ababkaaac,Grado,Grado,0
T00064286,CIENCIA POLITICA Y RELAC INTER,1,Primera vez en una carrera,c,Grado,Grado,0
T00064289,INGENIERIA CIVIL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00064291,PSICOLOGIA,1,Primera vez en una carrera,k,Final,Final,0
T00064292,COMUNICACION SOCIAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064301,INGENIERIA ELECTRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064302,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064304,CONTADURIA PUBLICA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064305,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064306,INGENIERIA NAVAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064308,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Continuo regular -> PAP,aaaabbeeabc,Grado,Grado,0
T00064313,INGENIERIA BIOMEDICA,8,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular,aaabkaac,Grado,Grado,0
T00064314,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064315,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064316,ADMINISTRACION DE EMPRESAS,8,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaac,Grado,Grado,0
T00064318,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064319,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064324,INGENIERIA INDUSTRIAL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00064330,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,c,Grado,Grado,0
T00064332,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064334,INGENIERIA QUIMICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> PAP,aaabaaababc,Grado,Grado,0
T00064335,ECONOMIA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaabaaaac,Grado,Grado,0
T00064337,FINANZAS Y NEGOCIOS INTERNACIO,8,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaac,Grado,Grado,0
T00064338,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064339,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064340,ADMINISTRACION DE EMPRESAS,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
